publication_date,coach,name,prompt,left_option,right_option
8353,automatic,Justina Stanley,sentence,"I've had this phone for a long time, so I'm thinking about buying a new one.",
8353,automatic,Justina Stanley,sentence,I'm thinking about moving abroad.,
8353,automatic,Justina Stanley,sentence,I think I'm good at listening to people.,
8353,automatic,Justina Stanley,sentence,It turned out my friend had been lying.,
8353,automatic,Justina Stanley,difference,coma,comma
8353,automatic,Justina Stanley,comma before,because,
8353,automatic,Justina Stanley,past,throw,
8353,automatic,Justina Stanley,custom question,21,
8353,automatic,Justina Stanley,custom question,22,
8353,automatic,Justina Stanley,sentence,I would've called you yesterday if I hadn't fallen asleep.,
8353,automatic,Justina Stanley,sentence,I wouldn’t understand the article if I hadn’t learned the vocabulary.,
8353,automatic,Justina Stanley,difference,a gallery,a mall
8353,automatic,Justina Stanley,past,run,
8353,automatic,Justina Stanley,difference,mom,mum
8353,automatic,Justina Stanley,difference,had to,must've
8353,automatic,Justina Stanley,sentence,I must've fallen asleep while watching the movie.,
8353,automatic,Justina Stanley,sentence,"If you passed this exam, you must've studied hard.",
8353,automatic,Justina Stanley,sentence,You must've been tired after the trip.,
8353,automatic,Justina Stanley,sentence,I had to go to work yesterday.,
8353,automatic,Justina Stanley,sentence,I didn't know that I had to do this task.,
8354,automatic,Martin Vance,custom question,21,
8354,automatic,Martin Vance,custom question,22,
8354,automatic,Martin Vance,sentence,I have to be honest with you.,
8354,automatic,Martin Vance,sentence,What am I supposed to do for the next meeting?,
8354,automatic,Martin Vance,sentence,I don’t know why I’m supposed to do it.,
8354,automatic,Martin Vance,sentence,We were supposed to meet up today.,
8354,automatic,Martin Vance,sentence,I’m not interested in it at all.,
8354,automatic,Martin Vance,tense,just,
8354,automatic,Maddie Yates,plural,child,
8354,automatic,Maddie Yates,sentence,I've never done it before.,
8354,automatic,Maddie Yates,sentence,It was quite a big group.,
8354,automatic,Maddie Yates,sentence,You’re such a nice person.,
8354,automatic,Maddie Yates,position,also,
8354,automatic,Maddie Yates,plural,advice,
8354,automatic,Maddie Yates,plural,fish,
8354,automatic,Maddie Yates,sentence,What am I supposed to do for the next meeting?,
8354,automatic,Maddie Mills,difference,series,serial
8354,automatic,Maddie Mills,sentence,I can tell you the truth.,
8354,automatic,Maddie Mills,plural,person,
8354,automatic,Maddie Mills,sentence,I wanted to be funny.,
8354,automatic,Maddie Mills,sentence,I have always wanted to be an astronaut.,
8354,automatic,Maddie Mills,sentence,I wanted to call you in the morning.,
8354,automatic,Martin Hale,sentence,What does it look like?,
8354,automatic,Martin Hale,past,choose,
8354,automatic,Martin Hale,sentence,I had never been to France before I visited it 2 years ago.,
8354,automatic,Martin Hale,plural,data,
8354,automatic,Martin Hale,difference,have to,be supposed to
8354,automatic,Maddie Mills,pronunciation,the end,
8354,automatic,Maddie Mills,pronunciation,the beginning,
8354,automatic,Martin Hale,change,to,
8354,automatic,Martin Hale,change,should/could/would,
8354,automatic,Martin Hale,position,finally,
8354,automatic,Martin Hale,comma before,so,
8354,automatic,Martin Hale,difference,amount,number
8354,automatic,Jack Russell,difference,fewer,less
8354,automatic,Jack Russell,sentence,I decided that I would go to the cinema.,
8354,automatic,Jack Russell,difference,as,like
8354,automatic,Jack Russell,sentence,It's high time to leave.,
8354,automatic,Jack Russell,sentence,It's high time for you to get a grip on yourself.,
8354,automatic,Jack Russell,difference,which,that
8354,automatic,Jack Russell,difference,lose,loss
8354,automatic,Claudine Gross,difference,felt,fell
8354,automatic,Claudine Gross,difference,comma,coma
8354,automatic,Maddie Lin,sentence,I didn't have to do anything.,
8354,automatic,Maddie Lin,sentence,I didn't have time to do it.,
8354,automatic,Maddie Lin,sentence,There was an accident on the street.,
8354,automatic,Maddie Lin,sentence,There was a storm yesterday.,
8354,automatic,Margaret Morgan,difference,borrow,lend
8354,automatic,Maddie Lin,plural,fish,
8354,automatic,Maddie Lin,change,should/could/would,
8354,automatic,Maddie Lin,past,choose,
8354,automatic,Margaret Morgan,difference,offers,offerts
8354,automatic,Margaret Morgan,difference,in the end,at the end
8354,automatic,Maddie Mayer,sentence,It's the first time I've seen such a thing.,
8354,automatic,Maddie Mayer,sentence,It was the first time I had seen such a thing.,
8354,automatic,Maddie Mayer,change,should/could/would,
8354,automatic,Michael Cain,sentence,I've been working for the company for a year now.,
8354,automatic,Michael Cain,sentence,I've been living in Warsaw since I was born.,
8354,automatic,Michael Cain,sentence,I've been watching the movie for an hour.,
8354,automatic,Maddie Mayer,plural,man,
8354,automatic,Michael Cain,difference,have to,must
8354,automatic,Maddie Mayer,sentence,It's windy here.,
8354,automatic,Maddie Mayer,sentence,It's raining.,
8354,automatic,Maddie Mayer,sentence,There were a few reasons why I decided to do it.,
8354,automatic,Maddie Mayer,sentence,There was an accident on the street yesterday.,
8354,automatic,Michael Cain,sentence,I didn't want to go to sleep so early.,
8354,automatic,Michael Cain,sentence,I don't want to be afraid of speaking English.,
8354,automatic,Maddie Mayer,sentence,I found out a while ago that one of my friends had lost his job.,
8354,automatic,Maddie Mayer,difference,slow,slowly
8354,automatic,Michael Cain,sentence,I don't know what the problem is.,
8354,automatic,Michael Cain,sentence,I don't know what your name is.,
8354,automatic,Michael Cain,sentence,I didn't know whose jacket it was.,
8354,automatic,Maddie Mayer,sentence,I'm meeting my friend tomorrow.,
8354,automatic,Maddie Mayer,sentence,It turned out that she was pregnant.,
8354,automatic,Maddie Mayer,sentence,It turned out my friend had been lying.,
8354,automatic,Maddie Mayer,difference,for,since
8354,automatic,Michael Cain,difference,another,other
8354,automatic,Michael Cain,sentence,My friend lost her phone today.,
8354,automatic,Michael Cain,sentence,The lady said she had lost her husband.,
8354,automatic,Maddie Mayer,comma before,when,
8354,automatic,Maddie Mayer,comma before,if,
8354,automatic,Maddie Mayer,difference,dead,died
8354,automatic,Michael Cain,plural,a woman,
8354,automatic,Michael Cain,sentence,It was easier before.,
8354,automatic,Maddie Mayer,past,build,
8354,automatic,Damien Bean,sentence,We have to carry out this task as well as possible.,
8354,automatic,Damien Bean,sentence,The temperature was above zero.,
8354,automatic,Kate Long,difference,me,myself
8354,automatic,Kate Long,sentence,I'm proud of myself.,
8354,automatic,Kate Long,sentence,I'm proud of you.,
8354,automatic,Kate Long,difference,sink,drown
8354,automatic,Kate Long,sentence,You wouldn't have ended up in jail if you hadn't driven drunk.,
8354,automatic,Damien Bean,change,would,
8354,automatic,Damien Bean,synonym,finally,
8354,automatic,Kate Long,sentence,Thanks for explaining the task to me.,
8354,automatic,Kate Long,sentence,Thanks for driving me home.,
8354,automatic,Kate Long,comma before,if,
8354,automatic,Damien Bean,sentence,I'll be happy when it ends.,
8354,automatic,Kate Long,difference,pay-raise,pay-rise
8354,automatic,Damien Bean,sentence,I'll call you when I'm at home.,
8354,automatic,Kate Long,custom question,21,
8354,automatic,Kate Long,custom question,22,
8354,automatic,Damien Bean,sentence,There was nobody in the room.,
8355,automatic,Anette Gray,difference,in a few months,for a few months
8355,automatic,Anette Gray,sentence,"If you hadn't been lazy last year, you'd be a manager now.",
8355,automatic,Anette Gray,sentence,I wouldn't be talking to you now if you hadn't forced me to come here.,
8355,automatic,Yvonne West,sentence,I haven't started studying yet.,
8355,automatic,Yvonne West,difference,fell,felt
8355,automatic,Yvonne West,sentence,I got a call when I was having breakfast yesterday.,
8355,automatic,Yvonne West,sentence,"When I was making dinner, someone knocked at the door.",
8355,automatic,Yvonne West,difference,a couple,a pair
8355,automatic,Kate Roberts,sentence,You’re such a nice person.,
8355,automatic,Kate Roberts,sentence,Maybe I should sign up for such a course as well.,
8355,automatic,Kate Roberts,sentence,"If I didn’t speak English, I wouldn’t have such a good job.",
8355,automatic,Kate Roberts,sentence,I haven't started studying yet.,
8355,automatic,Kate Roberts,difference,pregnant,pragnancy
8355,automatic,Kate Roberts,difference,became,came
8355,automatic,Kate Roberts,change,every,
8355,automatic,Kate Roberts,difference,TRUE,truth
8355,automatic,Kate Roberts,comma before,but,
8355,automatic,Kate Roberts,comma before,because,
8355,automatic,Alexandra Lee,sentence,I shouldn't have lied to you.,
8355,automatic,Dorothy Slone,difference,a time,time
8355,automatic,Dorothy Slone,sentence,No such family lives here.,
8355,automatic,Dorothy Slone,position,yesterday,
8355,automatic,Dorothy Slone,difference,slow,slowly
8355,automatic,Dorothy Slone,sentence,Who does the car belong to?,
8355,automatic,Dorothy Slone,sentence,Who did you sleep with?,
8355,automatic,Dorothy Slone,sentence,What do I need to be tested on?,
8355,automatic,Dorothy Slone,sentence,You said you would do it.,
8355,automatic,Dorothy Slone,sentence,My mom told me it would be okay.,
8355,automatic,Dorothy Slone,sentence,My boyfriend told me he loved me.,
8355,automatic,Dorothy Slone,sentence,I promised we'd meet next week.,
8355,automatic,Dorothy Slone,sentence,My parents told me that something was wrong.,
8355,automatic,Dorothy Slone,sentence,I wanted to call you in the morning.,
8355,automatic,Dorothy Slone,past,must,
8355,automatic,Dorothy Slone,sentence,I had to be at work in the morning.,
8355,automatic,Anna Forney,past,blow,
8355,automatic,Anna Forney,sentence,I've never seen you before.,
8355,automatic,Anna Forney,sentence,I must read this book.,
8355,automatic,Anna Forney,sentence,"It's not mine, it must be someone else's.",
8355,automatic,Anna Forney,difference,must,have to
8355,automatic,Anna Forney,sentence,The students also learn safety rules of how to behave in class.,
8355,automatic,Matt Carpenter,sentence,Is there anything I can do for you?,
8355,automatic,Matt Carpenter,sentence,The doctor asked me what the problem was.,
8355,automatic,Matt Carpenter,difference,worser,worse
8356,automatic,Margaret Usher,past,choose,
8356,automatic,Margaret Usher,past,cut,
8356,automatic,Margaret Usher,difference,employer,employee
8356,automatic,Margaret Usher,sentence,I'm going to the hairdresser next week.,
8356,automatic,Margaret Usher,sentence,I try to spend as much time with English as I can.,
8356,automatic,Margaret Usher,sentence,I needed five hours to answer all the emails.,
8356,automatic,Margaret Usher,difference,so,such
8356,automatic,Margaret Usher,sentence,You're such an amazing person.,
8356,automatic,Margaret Usher,sentence,I try to avoid such situations.,
8356,automatic,Margaret Usher,sentence,How long have you been working here for?,
8356,automatic,Adam Hunt,sentence,I was happy when you told me you felt better.,
8356,automatic,Adam Hunt,sentence,I had my hair cut last week.,
8356,automatic,Adam Hunt,sentence,I need to have my car fixed.,
8356,automatic,Adam Hunt,sentence,"If you passed this exam, you must've studied hard.",
8356,automatic,Adam Hunt,sentence,I must've fallen asleep while watching the movie.,
8356,automatic,Margaret Ford,adjective,bigger,
8356,automatic,Margaret Ford,sentence,"The more I work, the more I earn.",
8356,automatic,Margaret Ford,sentence,I didn't have a choice.,
8356,automatic,Margaret Ford,sentence,I thought I didn't have to do this task.,
8356,automatic,Margaret Ford,plural,person,
8356,automatic,Joanna Day,plural,person,
8356,automatic,Margaret Ford,difference,died,dead
8356,automatic,Margaret Ford,past,set,
8356,automatic,Joanna Day,sentence,Which episode did you watch?,
8356,automatic,Joanna Day,difference,look,look for
8356,automatic,Joanna Day,sentence,It's the first thing that came to my head.,
8356,automatic,Margaret Ford,sentence,I’ve always wanted to move abroad.,
8356,automatic,Margaret Ford,difference,had to,must've
8356,automatic,Dorothy Smith,sentence,I try to avoid such situations.,
8356,automatic,Dorothy Smith,sentence,You're such an amazing person.,
8356,automatic,Dorothy Smith,past,fall,
8356,automatic,Dorothy Smith,past,feel,
8356,automatic,Kate Sweet,sentence,It was more difficult two years ago because there were no vegetarian products in the shops.,
8356,automatic,Dorothy Smith,change,to,
8356,automatic,Kate Sweet,sentence,There was no electricity in Warsaw.,
8356,automatic,Kate Sweet,sentence,It was easier before.,
8356,automatic,Kate Sweet,sentence,My husband and I think about moving to Gdańsk.,
8356,automatic,Dorothy Smith,sentence,I've been working here for 7 years.,
8356,automatic,Kate Sweet,sentence,I told you the secret.,
8356,automatic,Dorothy Smith,sentence,I've been working from home since Friday.,
8356,automatic,Kate Sweet,difference,died,dead
8356,automatic,Dorothy Smith,difference,so,such
8356,automatic,Dorothy Smith,sentence,Each member of the meeting has a different idea.,
8356,automatic,Dorothy Smith,sentence,My company gets better each year.,
8356,automatic,Kate Sweet,sentence,I don't know how to say that.,
8356,automatic,Dorothy Smith,sentence,I hope I'll visit you tomorrow.,
8356,automatic,Kate Sweet,position,yesterday,
8356,automatic,Dorothy Smith,tense,I hope,
8356,automatic,Dorothy Smith,difference,learn,study
8356,automatic,Kate Sweet,difference,learn,study
8356,automatic,Michael Edwards,difference,few,a few
8356,automatic,Chris Mayer,sentence,I've been to Greece two times.,
8356,automatic,Michael Edwards,past,bring,
8356,automatic,Michael Edwards,sentence,I haven't done my homework yet.,
8356,automatic,Michael Edwards,difference,employer,employee
8356,automatic,Michael Edwards,sentence,There are many similar cases.,
8356,automatic,Michael Edwards,sentence,There are many people in the picture.,
8356,automatic,Michael Edwards,sentence,I would make breakfast now if you had gone shopping yesterday.,
8356,automatic,Chris Mayer,difference,I was in,I was to
8356,automatic,Chris Mayer,past,write,
8356,automatic,Michael Edwards,change,have/had,
8356,automatic,Chris Mayer,difference,stop to do sth,stop doing sth
8356,automatic,Chris Mayer,conjugation,sell,
8356,automatic,Chris Mayer,change,would,
8356,automatic,Michael Edwards,sentence,Who do you have a problem with?,
8356,automatic,Michael Edwards,sentence,Who do you want to spend the rest of your life with?,
8356,automatic,Kate Long,difference,broke,broken
8356,automatic,Paul Baker,pronunciation,the end,
8356,automatic,Paul Baker,pronunciation,the beginning,
8356,automatic,Paul Baker,plural,this,
8356,automatic,Kate Long,sentence,It's raining.,
8356,automatic,Paul Baker,difference,I've been living,I live
8356,automatic,Paul Baker,sentence,I've been working here for a long time.,
8356,automatic,Paul Baker,sentence,I've been waiting for it for two years.,
8356,automatic,Paul Baker,sentence,I've been working here for 6 years.,
8356,automatic,Paul Baker,sentence,I've been looking for a solution since Monday.,
8356,automatic,Paul Baker,sentence,I don't know what your name is.,
8356,automatic,Paul Baker,sentence,You don't understand how important it is.,
8356,automatic,Paul Baker,sentence,I don't know who the person was.,
8356,automatic,Kate Long,sentence,We're still happy after a few years of marriage.,
8356,automatic,Kate Long,sentence,There are still a few problems I have to solve.,
8356,automatic,Kate Long,sentence,I've just come back home.,
8356,automatic,Kate Long,sentence,Have you just woken up?,
8356,automatic,Kate Long,position,already,
8356,automatic,Kate Long,sentence,I’ve already made up my mind.,
8356,automatic,Kate Long,sentence,Everything has to be prepared before the process starts.,
8356,automatic,Kate Long,change,have/had,
8356,automatic,Kate Long,change,would/should/could,
8356,automatic,Kate Long,custom question,21,
8356,automatic,Kate Long,custom question,22,
8356,automatic,Kate Long,comma before,if,
8356,automatic,Kate Long,difference,anything,nothing
8356,automatic,Kate Long,sentence,I didn't have to do anything.,
8356,automatic,Paul Baker,past,spend,
8356,automatic,Paul Baker,sentence,I could've done my homework yesterday.,
8356,automatic,Paul Baker,difference,could,could've
8356,automatic,Kate Long,sentence,I'll go back home if it rains.,
8356,automatic,Kate Long,sentence,"If it doesn't rain, I'll go for a run.",
8360,automatic,Paul Baker,sentence,"My friends wanted to buy a car, but they couldn't afford one.",
8360,automatic,Paul Baker,sentence,I lost my wallet. I need to buy another one.,
8360,automatic,Paul Baker,sentence,I promised we'd meet next week.,
8360,automatic,Paul Baker,sentence,I thought you would visit me today.,
8360,automatic,Paul Baker,sentence,The doctor asked me what the problem was.,
8360,automatic,Paul Baker,sentence,I can see how hard it is for you.,
8360,automatic,Paul Baker,difference,French,the French
8360,automatic,Paul Baker,sentence,I wanted you to meet with me.,
8360,automatic,Paul Baker,sentence,I want my boss to give me a raise.,
8360,automatic,Paul Baker,sentence,Do you really want me to leave?,
8360,automatic,Paul Baker,difference,It's mean,It mean
8360,automatic,Paul Baker,difference,once,since
8360,automatic,Paul Baker,sentence,I'll call you once I'm in town.,
8360,automatic,Paul Baker,sentence,Call me once you're in town.,
8360,automatic,Paul Baker,sentence,I'll be happy when it ends.,
8360,automatic,Chris Mayer,sentence,I lost my wallet. I need to buy another one.,
8360,automatic,Chris Mayer,sentence,"My friends wanted to buy a car, but they couldn't afford one.",
8360,automatic,Chris Mayer,sentence,I was asked if I'd seen the accident.,
8360,automatic,Chris Mayer,sentence,My boss asked me if I had finished the report.,
8360,automatic,Chris Mayer,difference,hadn't,didn't have
8360,automatic,Paul Baker,difference,hadn't,didn't have
8360,automatic,Chris Mayer,sentence,I talked to my friend for an hour.,
8360,automatic,Gabriel Ryan,comma before,that,
8360,automatic,Gabriel Ryan,difference,look,see
8360,automatic,Julia Hogan,synonym,few,
8360,automatic,Julia Hogan,difference,small,little
8360,automatic,Julia Hogan,difference,choose,change
8360,automatic,Julia Hogan,difference,choice,choose
8360,automatic,Julia Hogan,sentence,I've known you for a long time.,
8360,automatic,Lucas Doe,synonym,sympathetic,
8360,automatic,Lucas Doe,past,fly,
8360,automatic,Lucas Doe,difference,the last,the last one
8360,automatic,Lucas Doe,difference,phone,call
8360,automatic,Martina Ruby,past,choose,
8360,automatic,Martina Ruby,change,to,
8360,automatic,Peter Kane,sentence,What did you say to me?,
8360,automatic,Martina Ruby,difference,date,data
8360,automatic,Martina Ruby,sentence,Small brands are able to let themselves offer lower prices.,
8360,automatic,Peter Kane,position,else,
8360,automatic,Susanne Sutton,sentence,There are a lot of meetings which don't matter.,
8360,automatic,Susanne Sutton,past,fight,
8360,automatic,Claudine Gross,difference,slower,more slowly
8360,automatic,Claudine Gross,sentence,I don't do my Anki often enough.,
8360,automatic,Susanne Sutton,sentence,I was listening to music while doing my homework yesterday.,
8360,automatic,Susanne Sutton,sentence,"When I was making dinner, someone knocked at the door.",
8360,automatic,Susanne Sutton,sentence,"When I was taking a shower, my husband was cooking dinner.",
8360,automatic,Susanne Sutton,sentence,"When I was waiting for a bus, I was listening to music.",
8360,automatic,Susanne Sutton,sentence,The client said they weren't happy.,
8360,automatic,Claudine Gross,difference,lie,lay
8360,automatic,Claudine Gross,sentence,Do you want me to help you?,
8360,automatic,Claudine Gross,sentence,I want you to focus on your job.,
8360,automatic,Susanne Sutton,difference,at the end,in the end
8360,automatic,Susanne Sutton,comma before,because,
8360,automatic,Claudine Gross,plural,canvas,
8360,automatic,Susanne Sutton,sentence,My friend and I are meeting tomorrow.,
8360,automatic,John Connell,difference,It depends.,It's depend
8360,automatic,Monica Grimm,difference,excited,exciting
8360,automatic,Monica Grimm,past,choose,
8360,automatic,Monica Grimm,position,now,
8360,automatic,John Connell,difference,felt,fell
8360,automatic,Monica Grimm,sentence,There was an accident on the street.,
8360,automatic,Monica Grimm,sentence,There were many people at the wedding.,
8360,automatic,Monica Grimm,sentence,There were a few reasons why I decided to do it.,
8360,automatic,John Connell,sentence,"The last time we talked, you were sad.",
8360,automatic,John Connell,sentence,The last time we talked you said you needed my advice.,
8360,automatic,John Connell,sentence,I'll be happy when it ends.,
8360,automatic,John Connell,sentence,I'll call you once I get back home.,
8360,automatic,John Connell,sentence,I'll call you once I'm in town.,
8360,automatic,Camille Dew,difference,during,while
8360,automatic,Camille Dew,sentence,A dog needs its mother.,
8360,automatic,Anna Patton,position,more,
8360,automatic,Anna Patton,sentence,It's no use talking to my boss.,
8360,automatic,Justina Stanley,sentence,I’ll visit you when I’m in town.,
8360,automatic,Justina Stanley,sentence,"It's not mine, it must be someone else's.",
8360,automatic,Justina Stanley,sentence,It's good to talk to someone who speaks English.,
8360,automatic,Justina Stanley,comma after,when,
8360,automatic,Justina Stanley,sentence,Is there anything I can do for you?,
8360,automatic,Justina Stanley,past,shoot,
8360,automatic,Justina Stanley,sentence,I saw a dog yesterday. The dog was brown.,
8360,automatic,Justina Stanley,comma before,that,
8360,automatic,Anna Patton,sentence,Let me help you.,
8360,automatic,Anna Patton,sentence,Let me know when you're ready.,
8360,automatic,Justina Stanley,difference,colleague,friend
8360,automatic,Justina Stanley,difference,every day,everyday
8360,automatic,Justina Stanley,sentence,"If I didn't know you, I'd think you were older.",
8360,automatic,Justina Stanley,sentence,"If I didn’t speak English, I wouldn’t have such a good job.",
8360,automatic,Justina Stanley,sentence,"If you passed this exam, you must've studied hard.",
8360,automatic,Anna Patton,sentence,Is there anything I can do?,
8361,automatic,Martin Vance,difference,much,many
8361,automatic,Martin Vance,sentence,I try to avoid such situations.,
8361,automatic,Martin Vance,sentence,It’s such a hard subject.,
8361,automatic,Martin Vance,sentence,I won't make it to the meeting today.,
8361,automatic,Maddie Yates,difference,warm,hot
8361,automatic,Maddie Yates,past,fight,
8361,automatic,Maddie Yates,sentence,It’s quite a simple task.,
8361,automatic,Maddie Mills,sentence,My friend and I are meeting tomorrow.,
8361,automatic,Maddie Mills,difference,They were,There were
8361,automatic,Maddie Mills,difference,see,look at
8361,automatic,Maddie Mills,sentence,I'm the only person who knows the truth.,
8361,automatic,Maddie Mills,pronunciation,drank,
8361,automatic,Maddie Mills,sentence,I totally forgot to charge my phone.,
8361,automatic,Maddie Mills,plural,that,
8361,automatic,Maddie Mills,difference,died,dead
8361,automatic,Martin Hale,change,should/could/would,
8361,automatic,Martin Hale,change,have/had,
8361,automatic,Martin Hale,sentence,I didn't know whose jacket it was.,
8361,automatic,Martin Hale,sentence,I like people whose hobbies are interesting.,
8361,automatic,Martin Hale,difference,lost,loss
8361,automatic,Martin Hale,difference,had to,must've
8361,automatic,Martin Hale,sentence,You must've been tired after the trip.,
8361,automatic,Martin Hale,sentence,"If you passed this exam, you must've studied hard.",
8361,automatic,Joanna Day,sentence,I'm making fewer mistakes now.,
8361,automatic,Joanna Day,sentence,There are a few pages left.,
8361,automatic,Joanna Day,sentence,It will take me less time to get to the office now.,
8361,automatic,Joanna Day,sentence,I didn't know your daughter was gay.,
8361,automatic,Joanna Day,sentence,I lost my wallet. I need to buy another one.,
8361,automatic,Joanna Day,difference,history,story
8361,automatic,Jack Russell,sentence,"My husband tried to call me, but I hung up.",
8361,automatic,Jack Russell,difference,hit sb,hit on sb
8361,automatic,Jack Russell,difference,could've,could
8361,automatic,Michael Stewart,sentence,"When I was about to leave the house, my wife kissed me goodbye.",
8361,automatic,Margaret Ford,difference,say,tell
8361,automatic,Michael Stewart,sentence,"If you hadn't been lazy last year, you'd be a manager now.",
8361,automatic,Margaret Morgan,difference,to raise,to rise
8361,automatic,Michael Stewart,difference,to raise,to rise
8361,automatic,Maddie Mayer,sentence,I thought you would help me out with it.,
8361,automatic,Michael Cain,difference,a memory,memory
8361,automatic,Maddie Mayer,difference,which,who
8361,automatic,Maddie Mayer,change,can/could,
8361,automatic,Maddie Mayer,change,to,
8361,automatic,Maddie Mayer,sentence,I'll go back home if it rains.,
8361,automatic,Maddie Mayer,sentence,You could’ve visited me yesterday since you were in town.,
8361,automatic,Maddie Mayer,past,teach,
8361,automatic,Kate Long,difference,dead,died
8361,automatic,Kate Long,sentence,My phone is dead.,
8361,automatic,Kate Long,sentence,My phone has just died.,
8361,automatic,Kate Long,conjugation,drink,
8362,automatic,Anette Gray,difference,every,all
8362,automatic,Anette Gray,sentence,My goal is to speak English fluently.,
8362,automatic,Anette Gray,sentence,The client said they weren't happy.,
8362,automatic,Anette Gray,difference,lie,lay
8362,automatic,Gabriel Ryan,sentence,I think I'll go there.,
8362,automatic,Gabriel Ryan,sentence,How much time did it take you to get there?,
8362,automatic,Gabriel Ryan,sentence,The meeting lasted two hours.,
8362,automatic,Gabriel Ryan,sentence,It took me ten minutes to walk my dog.,
8362,automatic,Gabriel Ryan,sentence,I should go to work now.,
8362,automatic,Gabriel Ryan,difference,document,documentary
8362,automatic,Julia Hogan,synonym,very,
8362,automatic,Julia Hogan,difference,liver,resident
8362,automatic,Julia Hogan,difference,a contact,contact
8362,automatic,Julia Hogan,difference,work,job
8362,automatic,Julia Hogan,difference,other,different
8362,automatic,Yvonne West,sentence,I will be able to visit you next month.,
8362,automatic,Yvonne West,difference,discuss sth,discuss about sth
8362,automatic,Yvonne West,sentence,I saw you stealing my money.,
8362,automatic,Yvonne West,difference,a list,a letter
8362,automatic,Kate Roberts,sentence,Have you started the project yet?,
8362,automatic,Kate Roberts,difference,to rise,to raise
8362,automatic,Kate Roberts,comma before,and,
8362,automatic,Kate Roberts,difference,to be broke,to be broken
8362,automatic,Alexandra Lee,difference,obsessed,obsessive
8362,automatic,Dorothy Slone,sentence,My daughter and I took a lot of pictures of ourselves.,
8362,automatic,Dorothy Slone,sentence,Can you explain it in other words?,
8362,automatic,Dorothy Slone,sentence,I have another busy week ahead of me.,
8362,automatic,Dorothy Slone,difference,him,his
8362,automatic,Dorothy Slone,difference,she's,her
8362,automatic,Dorothy Slone,difference,borrow,lend
8362,automatic,Dorothy Slone,sentence,I did what I thought would be good for me.,
8362,automatic,Anna Forney,difference,ago,before
8362,automatic,Anna Forney,difference,dead,death
8362,automatic,Anna Forney,difference,a side,a site
8362,automatic,Matt Carpenter,sentence,I have another busy week ahead of me.,
8362,automatic,Matt Carpenter,sentence,Behave yourself!,
8362,automatic,Matt Carpenter,difference,coma,comma
8363,automatic,Margaret Usher,plural,furniture,
8363,automatic,Margaret Usher,sentence,Not only is my daughter safe but she also has fun.,
8363,automatic,Margaret Usher,sentence,Not only was the movie boring but it was also confusing.,
8363,automatic,Margaret Usher,sentence,What does it look like?,
8363,automatic,Margaret Usher,sentence,I don't know what it looks like.,
8363,automatic,Margaret Usher,plural,stuff,
8363,automatic,Margaret Usher,sentence,No such family lives here.,
8363,automatic,Margaret Usher,past,fall,
8363,automatic,Margaret Usher,conjugation,prove,
8363,automatic,Margaret Usher,difference,say,tell
8363,automatic,Margaret Usher,difference,her,hers
8363,automatic,Greg Hardy,synonym,to tackle,
8363,automatic,Greg Hardy,difference,fell,felt
8363,automatic,Greg Hardy,difference,a prey,a victim
8363,automatic,Kate Sweet,difference,died,dead
8363,automatic,Kate Sweet,difference,TRUE,truth
8363,automatic,Kate Sweet,sentence,I'm not going to party with you tomorrow.,
8363,automatic,Kate Sweet,sentence,I'm going to the hairdresser next week.,
8363,automatic,Kate Sweet,sentence,"Look at the clouds, it's going to rain.",
8363,automatic,Kate Sweet,sentence,What steps are you going to take?,
8363,automatic,Kate Sweet,sentence,I promise I will do my homework today.,
8363,automatic,Joanna Day,difference,chose,choice
8363,automatic,Joanna Day,sentence,I was listening to music for many hours.,
8363,automatic,Joanna Day,difference,don't have anything,don't have nothing
8363,automatic,Damien Bean,difference,our,us
8363,automatic,Michael Edwards,custom question,21,
8363,automatic,Michael Edwards,custom question,22,
8363,automatic,Michael Edwards,sentence,There are not many people I trust.,
8363,automatic,Michael Edwards,sentence,"If you passed this exam, you must've studied hard.",
8363,automatic,Michael Edwards,sentence,I must've fallen asleep while watching the movie.,
8363,automatic,Michael Edwards,difference,I worked,I've worked
8363,automatic,Damien Bean,difference,tense,time
8363,automatic,Damien Bean,sentence,The lady said she had lost her husband.,
8363,automatic,Damien Bean,sentence,It would be easier if we did it together.,
8363,automatic,Michael Edwards,sentence,I told you I would drop by today.,
8363,automatic,Michael Edwards,sentence,I told you I wouldn’t be at the meeting.,
8363,automatic,Michael Edwards,sentence,"If I had said back then what I thought, I would've lost my job.",
8367,automatic,Paul Baker,change,could've,
8367,automatic,Paul Baker,sentence,You shouldn't have lied to me.,
8367,automatic,Paul Baker,sentence,I could've taken an umbrella because it's raining.,
8367,automatic,Chris Mayer,sentence,It's one of the fastest-growing companies in Poland.,
8367,automatic,Chris Mayer,change,every,
8367,automatic,Chris Mayer,plural,information,
8367,automatic,Chris Mayer,difference,thought,though
8367,automatic,Chris Mayer,difference,tense,time
8367,automatic,Gabriel Ryan,synonym,cheap,
8367,automatic,Martina Ruby,difference,few,a few
8367,automatic,Eve Miles,difference,a lot of people,many people
8367,automatic,Martina Ruby,past,fight,
8367,automatic,Martina Ruby,change,with,
8367,automatic,Martina Ruby,conjugation,come,
8367,automatic,Martina Ruby,change,could/should/would,
8367,automatic,Martina Ruby,difference,bored,boring
8367,automatic,Martina Ruby,difference,say,tell
